Sl_No,Transmission_Type,Ownership,Fuel_Used,km_driven,Ex_Showroom_Price,On_road_Price,selling_price,Place_of_Origin,Complete_Info,Age,MRP
3744,""" Automatic""",""" 1st Owner""", Petrol,25457,NULL,1474000.0,1195199, Pune, 2018 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic,4,1474000.0
3745,""" Manual""",""" 1st Owner""", Diesel,26810,NULL,2874000.0,1531899, Pune, 2017 Jeep Compass LIMITED (O) 2.0 Manual,5,2874000.0
3746,""" Automatic""",""" 1st Owner""", Diesel,79737,NULL,1481000.0,907499, Pune, 2018 Tata NEXON XZA+ 1.5 Automatic,4,1481000.0
3747,""" Manual""",""" 1st Owner""", Petrol,44048,NULL,612000.0,473699, Pune, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
3748,""" Manual""",""" 1st Owner""", Diesel,56902,NULL,815000.0,838699, Pune, 2019 Maruti Vitara Brezza VDI Manual,3,815000.0
3749,""" Manual""",""" 1st Owner""", Petrol,64814,NULL,394000.0,305899, Pune, 2015 Maruti Alto K10 VXI Manual,7,394000.0
3750,""" Manual""",""" 1st Owner""", Petrol,27534,NULL,307000.0,305799, Pune, 2016 Maruti Alto 800 LXI Manual,6,307000.0
3751,""" Manual""",""" 1st Owner""", Petrol,59326,1151000.0,NULL,850999, Pune, 2015 Hyundai Creta 1.6 SX PLUS PETROL Manual,7,1381200.0
3752,""" Manual""",""" 1st Owner""", Petrol,43163,NULL,1253000.0,936099, Pune, 2020 Tata NEXON XZ+ 1.2 Manual,2,1253000.0
3753,""" Manual""",""" 1st Owner""", Petrol,52561,856000.0,NULL,490099, Pune, 2013 Ford Ecosport 1.5 TITANIUM TI VCT Manual,9,1027200.0
3754,""" Manual""",""" 1st Owner""", Petrol,27338,NULL,706000.0,570699, Pune, 2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,4,706000.0
3755,""" Automatic""",""" 1st Owner""", Petrol,24655,1227000.0,NULL,950099, Pune, 2017 Honda City VX CVT PETROL Automatic,5,1472400.0
3756,""" Automatic""",""" 1st Owner""", Petrol,80374,NULL,965000.0,601799, Pune, 2015 Maruti Ciaz ZXI AT Automatic,7,965000.0
3757,""" Automatic""",""" 1st Owner""", Petrol,48139,NULL,1474000.0,1123299, Pune, 2017 Hyundai Creta 1.6 SX PLUS AUTO PETROL Automatic,5,1474000.0
3758,""" Manual""",""" 1st Owner""", Petrol,38805,NULL,1129000.0,959199, Pune, 2020 Maruti XL6 ZETA SHVS Manual,2,1129000.0
3759,""" Automatic""",""" 1st Owner""", Petrol,32851,NULL,514000.0,464299, Pune, 2016 Maruti Wagon R 1.0 VXI AMT Automatic,6,514000.0
3760,""" Automatic""",""" 1st Owner""", Petrol,31399,NULL,1592000.0,1373699, Pune, 2018 Hyundai Creta 1.6 VTVT SX AUTO Automatic,4,1592000.0
3761,""" Automatic""",""" 1st Owner""", Diesel,97358,NULL,1790000.0,1089599, Pune, 2017 Hyundai Creta 1.6 CRDI SX PLUS AUTO Automatic,5,1790000.0
3762,""" Manual""",""" 1st Owner""", Petrol,44900,1173000.0,NULL,872199, Pune, 2018 Hyundai Verna 1.6 SX VTVT (O) Manual,4,1407600.0
3763,""" Manual""",""" 1st Owner""", Diesel,69038,NULL,896000.0,700199, Pune, 2017 Maruti Ciaz ZETA 1.3 DDIS SHVS Manual,5,896000.0
3764,""" Manual""",""" 1st Owner""", Petrol,24409,NULL,612000.0,547199, Pune, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
3765,""" Manual""",""" 1st Owner""", Diesel,55426,622000.0,NULL,412699, Pune, 2014 Honda Amaze 1.5 SX MT I DTEC Manual,8,746400.0
3766,""" Automatic""",""" 1st Owner""", Petrol,16118,NULL,1576000.0,1200699, Pune, 2018 Honda City ZX CVT ANNIVERSARY EDITION Automatic,4,1576000.0
3767,""" Manual""",""" 1st Owner""", Diesel,22000,NULL,985000.0,993199, Pune, 2019 Maruti S Cross ZETA SHVS Manual,3,985000.0
3768,""" Manual""",""" 1st Owner""", Petrol,16844,NULL,307000.0,316799, Pune, 2016 Maruti Alto 800 LXI Manual,6,307000.0
3769,""" Manual""",""" 1st Owner""", Petrol,12357,NULL,612000.0,569299, Pune, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
3770,""" Automatic""",""" 1st Owner""", Petrol,25550,NULL,812000.0,606599, Pune, 2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT Automatic,5,812000.0
3771,""" Manual""",""" 1st Owner""", Petrol,32054,NULL,307000.0,310599, Pune, 2016 Maruti Alto 800 LXI Manual,6,307000.0
3772,""" Automatic""",""" 1st Owner""", Petrol,8868,1120000.0,NULL,1014599, Pune, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
3773,""" Manual""",""" 1st Owner""", Petrol,24837,NULL,437000.0,469499, Pune, 2017 Maruti Wagon R 1.0 VXI Manual,5,437000.0
3774,""" Manual""",""" 1st Owner""", Diesel,24337,NULL,681000.0,642499, Pune, 2018 Maruti Baleno DELTA DDIS 190 Manual,4,681000.0
3775,""" Automatic""",""" 1st Owner""", Petrol,11513,NULL,812000.0,617699, Pune, 2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT Automatic,5,812000.0
3776,""" Automatic""",""" 1st Owner""", Petrol,58906,NULL,554000.0,338899, Pune, 2015 Maruti Alto K10 VXI AMT Automatic,7,554000.0
3777,""" Manual""",""" 1st Owner""", Petrol,21451,NULL,326000.0,315999, Pune, 2017 Maruti Alto 800 VXI Manual,5,326000.0
3778,""" Manual""",""" 1st Owner""", Petrol,2530,NULL,350000.0,402699, Pune, 2020 Maruti Alto LXI Manual,2,350000.0
3779,""" Manual""",""" 1st Owner""", Diesel,29025,NULL,983000.0,967599, Pune, 2018 Maruti Vitara Brezza ZDI PLUS Manual,4,983000.0
3780,""" Automatic""",""" 1st Owner""", Diesel,104347,1757000.0,NULL,1185999, Pune, 2017 Tata Hexa Varicor 400 XTA Automatic,5,2108400.0
3781,""" Manual""",""" 1st Owner""", Diesel,53343,NULL,527000.0,692299, Pune, 2018 Maruti Dzire VDI Manual,4,527000.0
3782,""" Automatic""",""" 1st Owner""", Petrol,5388,1776000.0,NULL,1888499, Pune, 2020 MG HECTOR SHARP DCT PETROL Automatic,2,2131200.0
3783,""" Automatic""",""" 1st Owner""", Petrol,16285,NULL,554000.0,377799, Pune, 2015 Maruti Alto K10 VXI AMT Automatic,7,554000.0
3784,""" Automatic""",""" 1st Owner""", Diesel,70437,975000.0,NULL,667499, Pune, 2015 Mahindra TUV300 T8 AT Automatic,7,1170000.0
3785,""" Manual""",""" 1st Owner""", Diesel,81590,NULL,1237000.0,864199, Pune, 2015 Hyundai Creta 1.6 SX CRDI Manual,7,1237000.0
3786,""" Automatic""",""" 1st Owner""", Petrol,18855,NULL,439000.0,425000, Pune, 2017 Maruti Alto K10 VXI (O) AMT Automatic,5,439000.0
3787,""" Manual""",""" 1st Owner""", Diesel,42991,NULL,929000.0,696699, Pune, 2016 Ford Ecosport 1.5TITANIUM TDCI Manual,6,929000.0
3788,""" Manual""",""" 1st Owner""", Diesel,68231,NULL,830000.0,655999, Pune, 2016 Maruti Baleno ALPHA DDIS 190 Manual,6,830000.0
3789,""" Automatic""",""" 1st Owner""", Petrol,33816,NULL,483000.0,473299, Pune, 2015 Maruti Wagon R 1.0 VXI AMT Automatic,7,483000.0
3790,""" Manual""",""" 1st Owner""", Petrol,37606,NULL,437000.0,482499, Pune, 2017 Maruti Wagon R 1.0 VXI Manual,5,437000.0
3791,""" Automatic""",""" 1st Owner""", Petrol,15182,NULL,439000.0,425000, Pune, 2018 Maruti Alto K10 VXI (O) AMT Automatic,4,439000.0
3792,""" Automatic""",""" 1st Owner""", Petrol,22392,NULL,554000.0,368599, Pune, 2015 Maruti Alto K10 VXI AMT Automatic,7,554000.0
3793,""" Manual""",""" 1st Owner""", Diesel,28791,NULL,871000.0,846399, Pune, 2017 Maruti Vitara Brezza ZDI Manual,5,871000.0
3794,""" Automatic""",""" 1st Owner""", Diesel,48370,NULL,700000.0,637399, Pune, 2017 Maruti Dzire VDI AMT Automatic,5,700000.0
3795,""" Manual""",""" 1st Owner""", Diesel,64963,NULL,1133000.0,1042299, Pune, 2018 Maruti S Cross ALPHA SHVS Manual,4,1133000.0
3796,""" Automatic""",""" 1st Owner""", Petrol,64741,NULL,804000.0,580599, Pune, 2016 Maruti Baleno DELTA 1.2 K12 AT Automatic,6,804000.0
3797,""" Manual""",""" 1st Owner""", Petrol,10344,NULL,755000.0,704899, Pune, 2018 Maruti Baleno ZETA 1.2 K12 Manual,4,755000.0
3798,""" Manual""",""" 1st Owner""", Petrol,48861,NULL,681000.0,598199, Pune, 2016 Maruti Baleno DELTA 1.2 K12 Manual,6,681000.0
3799,""" Automatic""",""" 1st Owner""", Petrol,20939,976000.0,NULL,885699, Pune, 2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,4,1171200.0
3800,""" Automatic""",""" 1st Owner""", Petrol,67320,NULL,517000.0,415199, Pune, 2018 Maruti Wagon R 1.0 VXI AMT Automatic,4,517000.0
3801,""" Manual""",""" 1st Owner""", Diesel,48034,NULL,823000.0,561299, Pune, 2015 Maruti Baleno ZETA DDIS 190 Manual,7,823000.0
3802,""" Manual""",""" 1st Owner""", Petrol,32327,NULL,437000.0,409099, Pune, 2015 Maruti Wagon R 1.0 VXI Manual,7,437000.0
3803,""" Manual""",""" 1st Owner""", Petrol,5326,NULL,543000.0,550699, Pune, 2021 Renault Kwid 1.0 RXT Opt Manual,1,543000.0
3804,""" Manual""",""" 1st Owner""", Petrol,44778,NULL,595000.0,533699, Pune, 2016 Maruti Baleno SIGMA 1.2 K12 Manual,6,595000.0
3805,""" Manual""",""" 1st Owner""", Petrol,25617,NULL,437000.0,460199, Pune, 2017 Maruti Wagon R 1.0 VXI Manual,5,437000.0
3806,""" Automatic""",""" 1st Owner""", Petrol,34762,1120000.0,NULL,1035699, Pune, 2019 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,3,1344000.0
3807,""" Manual""",""" 1st Owner""", Petrol,76230,NULL,311000.0,350599, Pune, 2018 Maruti Alto 800 LXI Manual,4,311000.0
3808,""" Manual""",""" 1st Owner""", Petrol,13022,NULL,582000.0,446799, Pune, 2018 Maruti IGNIS DELTA 1.2 K12 Manual,4,582000.0
3809,""" Manual""",""" 1st Owner""", Petrol,8180,NULL,681000.0,683599, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,681000.0
3810,""" Manual""",""" 1st Owner""", Diesel,69762,NULL,1139000.0,868399, Pune, 2017 Maruti S Cross ZETA SHVS Manual,5,1139000.0
3811,""" Manual""",""" 1st Owner""", Petrol,44174,NULL,755000.0,573899, Pune, 2015 Maruti Baleno ZETA 1.2 K12 Manual,7,755000.0
3812,""" Manual""",""" 1st Owner""", Petrol,22082,899000.0,NULL,867899, Pune, 2020 Volkswagen Polo HIGH LINE PLUS 1.0 Manual,2,1078800.0
3813,""" Manual""",""" 1st Owner""", Petrol,49941,NULL,681000.0,656999, Pune, 2019 Maruti Baleno DELTA 1.2 K12 Manual,3,681000.0
3814,""" Manual""",""" 1st Owner""", Diesel,64628,NULL,599000.0,730699, Pune, 2018 Maruti Dzire VDI Manual,4,599000.0
3815,""" Manual""",""" 1st Owner""", Petrol,15182,731000.0,NULL,613999, Pune, 2017 Honda Jazz 1.2 V MT Manual,5,877200.0
3816,""" Manual""",""" 1st Owner""", Petrol,12135,NULL,307000.0,333699, Pune, 2017 Maruti Alto 800 LXI Manual,5,307000.0
3817,""" Manual""",""" 1st Owner""", Petrol,33655,NULL,1071000.0,788599, Pune, 2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4,1071000.0
3818,""" Automatic""",""" 1st Owner""", Diesel,33415,NULL,1038000.0,967099, Pune, 2019 Maruti Vitara Brezza ZDI + AMT Automatic,3,1038000.0
3819,""" Manual""",""" 1st Owner""", Petrol,11036,701000.0,NULL,744099, Pune, 2020 Toyota Glanza G MT PETROL Manual,2,841200.0
3820,""" Manual""",""" 1st Owner""", Diesel,63073,NULL,1133000.0,926099, Pune, 2018 Maruti S Cross ALPHA SHVS Manual,4,1133000.0
3821,""" Manual""",""" 1st Owner""", Diesel,77395,NULL,1139000.0,855799, Pune, 2017 Maruti S Cross ZETA SHVS Manual,5,1139000.0
3822,""" Automatic""",""" 1st Owner""", Petrol,66971,NULL,871000.0,588699, Pune, 2016 Maruti Baleno ZETA 1.2 K12 AMT Automatic,6,871000.0
3823,""" Manual""",""" 1st Owner""", Petrol,43601,NULL,612000.0,522599, Pune, 2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,5,612000.0
3824,""" Manual""",""" 1st Owner""", Petrol,31080,NULL,582000.0,539799, Pune, 2018 Maruti IGNIS DELTA 1.2 K12 Manual,4,582000.0
3825,""" Manual""",""" 1st Owner""", Petrol,11617,NULL,311000.0,350599, Pune, 2018 Maruti Alto 800 LXI Manual,4,311000.0
3826,""" Automatic""",""" 1st Owner""", Petrol,50083,NULL,706000.0,533099, Pune, 2017 Maruti IGNIS ZETA 1.2 K12 AMT Automatic,5,706000.0
3827,""" Manual""",""" 1st Owner""", Petrol,15191,NULL,772000.0,686599, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
3828,""" Automatic""",""" 1st Owner""", Petrol,12272,1800000.0,NULL,1915499, Pune, 2021 MG HECTOR SHARP DCT PETROL Automatic,1,2160000.0
3829,""" Manual""",""" 1st Owner""", Petrol,15939,NULL,1040000.0,815299, Pune, 2018 Honda WR-V 1.2 i-VTEC VX MT Manual,4,1040000.0
3830,""" Manual""",""" 1st Owner""", Diesel,50195,999000.0,NULL,869199, Pune, 2018 Maruti S Cross ZETA 1.3 SHVS Manual,4,1198800.0
3831,""" Manual""",""" 1st Owner""", Diesel,37510,999000.0,NULL,855899, Pune, 2018 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,4,1198800.0
3832,""" Manual""",""" 1st Owner""", Petrol,35019,NULL,772000.0,634099, Pune, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
3833,""" Manual""",""" 1st Owner""", Petrol,30381,NULL,772000.0,632099, Pune, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
3834,""" Automatic""",""" 1st Owner""", Diesel,73596,NULL,3630000.0,1101799, Pune, 2014 Hyundai Santa Fe 4WD AT Automatic,8,3630000.0
3835,""" Manual""",""" 1st Owner""", Petrol,29917,326000.0,NULL,341899, Pune, 2018 Maruti Alto 800 VXI (O) Manual,4,391200.0
3836,""" Manual""",""" 1st Owner""", Petrol,41816,NULL,772000.0,605699, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
3837,""" Manual""",""" 1st Owner""", Diesel,28523,1057000.0,NULL,824899, Pune, 2018 Maruti Ciaz ALPHA 1.3 DDIS SHVS Manual,4,1268400.0
3838,""" Automatic""",""" 1st Owner""", Petrol,44981,976000.0,NULL,904599, Pune, 2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT Automatic,4,1171200.0
3839,""" Manual""",""" 1st Owner""", Diesel,58871,NULL,1139000.0,972599, Pune, 2017 Maruti S Cross ZETA SHVS Manual,5,1139000.0
3840,""" Manual""",""" 1st Owner""", Petrol,24991,NULL,772000.0,653499, Pune, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
3841,""" Manual""",""" 1st Owner""", Petrol,787,725000.0,NULL,880499, Pune, 2020 Hyundai VENUE S MT 1.2 KAPPA Manual,2,870000.0
3842,""" Manual""",""" 1st Owner""", Petrol,19968,NULL,755000.0,708599, Pune, 2018 Maruti Baleno ZETA 1.2 K12 Manual,4,755000.0
3843,""" Automatic""",""" 1st Owner""", Diesel,118269,3648000.0,NULL,1413199, Pune, 2014 Landrover Freelander 2 TD4 SE Automatic,8,4377600.0
3844,""" Manual""",""" 1st Owner""", Diesel,44742,966000.0,NULL,781199, Pune, 2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual,5,1159200.0
3845,""" Manual""",""" 1st Owner""", Petrol,69055,NULL,772000.0,610199, Pune, 2018 Maruti Baleno DELTA 1.2 K12 Manual,4,772000.0
3846,""" Automatic""",""" 1st Owner""", Petrol,46126,1776000.0,NULL,1600199, Pune, 2020 MG HECTOR SHARP DCT PETROL Automatic,2,2131200.0
3847,""" Manual""",""" 1st Owner""", Petrol,8280,NULL,582000.0,559999, Pune, 2018 Maruti IGNIS DELTA 1.2 K12 Manual,4,582000.0
3848,""" Manual""",""" 1st Owner""", Diesel,48518,871000.0,NULL,738199, Pune, 2017 Maruti Vitara Brezza ZDI Manual,5,1045200.0
3849,""" Manual""",""" 1st Owner""", Petrol,100475,NULL,1040000.0,624299, Pune, 2017 Honda WR-V 1.2 i-VTEC VX MT Manual,5,1040000.0
3850,""" Manual""",""" 1st Owner""", Petrol,28017,311000.0,NULL,339099, Pune, 2018 Maruti Alto 800 LXI Manual,4,373200.0
3851,""" Automatic""",""" 1st Owner""", Petrol,25063,1776000.0,NULL,1786799, Pune, 2020 MG HECTOR SHARP DCT PETROL Automatic,2,2131200.0
3852,""" Automatic""",""" 1st Owner""", Diesel,119618,1757000.0,NULL,1032599, Pune, 2017 Tata Hexa Varicor 400 XTA Automatic,5,2108400.0
3853,""" Manual""",""" 1st Owner""", Petrol,19972,613000.0,NULL,421299, Pune, 2016 Volkswagen Polo COMFORTLINE 1.2L PETROL Manual,6,735600.0
3854,""" Manual""",""" 1st Owner""", Petrol,185289,599000.0,NULL,475999, Pune, 2016 Maruti Swift Dzire VXI 1.2 BS IV Manual,6,718800.0
3855,""" Manual""",""" 1st Owner""", Petrol,9908,NULL,630000.0,637499, Pune, 2019 Maruti New  Wagon-R VXI 1.2L Manual,3,630000.0
3856,""" Automatic""",""" 1st Owner""", Petrol,5677,402000.0,NULL,441599, Pune, 2017 Renault Kwid RXT 1.0 EASY-R AT OPTION Automatic,5,482400.0
3857,""" Manual""",""" 1st Owner""", Petrol,34964,899000.0,NULL,643299, Pune, 2016 Honda City V MT PETROL Manual,6,1078800.0
3858,""" Manual""",""" 1st Owner""", Petrol,76343,NULL,685000.0,616999, Pune, 2020 Maruti New  Wagon-R ZXI 1.2 Manual,2,685000.0
3859,""" Manual""",""" 1st Owner""", Diesel,23813,549000.0,NULL,524599, Pune, 2019 Tata Tiago XT 1.05 REVOTORQ Manual,3,658800.0
3860,""" Automatic""",""" 1st Owner""", Diesel,7855,1734000.0,NULL,1908599, Pune, 2020 KIA SELTOS 1.5 GTX+ AT Automatic,2,2080800.0
3861,""" Automatic""",""" 1st Owner""", Petrol,23893,3100000.0,NULL,1783399, Pune, 2016 Skoda Superb 1.8 TSI LK AT Automatic,6,3720000.0
3862,""" Automatic""",""" 1st Owner""", Petrol,19235,NULL,772000.0,580599, Pune, 2016 Maruti Baleno DELTA 1.2 K12 AT Automatic,6,772000.0
3863,""" Automatic""",""" 1st Owner""", Petrol,4964,710000.0,NULL,779099, Pune, 2018 Honda Amaze 1.2 V CVT I VTEC Automatic,4,852000.0
3864,""" Manual""",""" 1st Owner""", Petrol,30794,576000.0,NULL,447599, Pune, 2014 Maruti Swift Dzire VXI 1.2 BS IV Manual,8,691200.0
3865,""" Manual""",""" 1st Owner""", Petrol,31157,781000.0,NULL,665799, Pune, 2016 Hyundai Elite i20 ASTA 1.2 (O) Manual,6,937200.0
3866,""" Manual""",""" 1st Owner""", Petrol,36235,NULL,653000.0,472499, Pune, 2014 Honda Amaze 1.2 SMT I VTEC Manual,8,653000.0
3867,""" Manual""",""" 1st Owner""", Petrol,27898,NULL,612000.0,475399, Pune, 2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,6,612000.0
3868,""" Automatic""",""" 1st Owner""", Petrol,25346,454000.0,NULL,468399, Pune, 2019 Renault Kwid 1.0 CLIMBER OPT AMT Automatic,3,544800.0
3869,""" Manual""",""" 1st Owner""", Petrol,64546,NULL,1044000.0,573399, Pune, 2015 Volkswagen Vento HIGHLINE PETROL Manual,7,1044000.0
3870,""" Manual""",""" 1st Owner""", Diesel,44195,1788000.0,NULL,1737899, Pune, 2018 Toyota Innova Crysta 2.4 VX 8 STR Manual,4,2145600.0
3871,""" Manual""",""" 1st Owner""", Petrol,62326,NULL,697000.0,563699, Pune, 2016 Maruti Swift VXI OPT Manual,6,697000.0
3872,""" Automatic""",""" 1st Owner""", Petrol,47667,NULL,607000.0,484399, Pune, 2017 Maruti Celerio VXI (O) AMT Automatic,5,607000.0
3873,""" Manual""",""" 1st Owner""", Diesel,23787,653000.0,NULL,577399, Pune, 2017 Maruti Swift VDI Manual,5,783600.0
3874,""" Automatic""",""" 1st Owner""", Petrol,26912,891000.0,NULL,807199, Pune, 2017 Volkswagen Polo GT TSI 1.2 PETROL AT Automatic,5,1069200.0
3875,""" Manual""",""" 1st Owner""", Petrol,9376,698000.0,NULL,831099, Pune, 2021 Maruti Baleno ZETA 1.2 K12 Manual,1,837600.0
3876,""" Manual""",""" 1st Owner""", Petrol,53679,781000.0,NULL,634499, Pune, 2016 Hyundai Elite i20 ASTA 1.2 (O) Manual,6,937200.0
3877,""" Automatic""",""" 1st Owner""", Petrol,9911,1416000.0,NULL,1517699, Pune, 2020 Honda City ZX CVT Automatic,2,1699200.0
3878,""" Manual""",""" 1st Owner""", Diesel,40106,653000.0,NULL,527799, Pune, 2016 Maruti Swift VDI Manual,6,783600.0
3879,""" Manual""",""" 1st Owner""", Petrol,16160,628000.0,NULL,699699, Pune, 2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT Manual,3,753600.0
3880,""" Manual""",""" 1st Owner""", Petrol,12627,548000.0,NULL,490999, Pune, 2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual,7,657600.0
3881,""" Manual""",""" 1st Owner""", Petrol,25005,NULL,1194000.0,999699, Pune, 2020 Hyundai VENUE 1.0L Turbo GDI SX MT Manual,2,1194000.0
3882,""" Manual""",""" 1st Owner""", Diesel,33069,768000.0,NULL,607499, Pune, 2015 Hyundai Elite i20 ASTA 1.4 CRDI Manual,7,921600.0
3883,""" Manual""",""" 1st Owner""", Diesel,16118,NULL,2431000.0,1432499, Pune, 2017 Jeep Compass 2.0 LIMITED Manual,5,2431000.0
3884,""" Manual""",""" 1st Owner""", Petrol,20245,385000.0,NULL,351999, Pune, 2014 Maruti Wagon R 1.0 VXI Manual,8,462000.0
3885,""" Manual""",""" 1st Owner""", Diesel,57451,1276000.0,NULL,1074699, Pune, 2018 Hyundai Verna 1.6 SX (O) CRDI MT Manual,4,1531200.0
3886,""" Automatic""",""" 1st Owner""", Petrol,40089,NULL,1474000.0,1106599, Pune, 2018 Hyundai Creta 1.6 SX PLUS AUTO Automatic,4,1474000.0
3887,""" Manual""",""" 1st Owner""", Petrol,48937,NULL,680000.0,396999, Pune, 2013 Hyundai Grand i10 ASTA 1.2 VTVT Manual,9,680000.0
3888,""" Manual""",""" 1st Owner""", Petrol,54856,548000.0,NULL,467499, Pune, 2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual,7,657600.0
3889,""" Manual""",""" 1st Owner""", Petrol,25433,701000.0,NULL,635399, Pune, 2017 Hyundai Elite i20 ASTA 1.2 Manual,5,841200.0
3890,""" Automatic""",""" 1st Owner""", Diesel,70241,1038000.0,NULL,906899, Pune, 2019 Maruti Vitara Brezza ZDI + AMT Automatic,3,1245600.0
3891,""" Manual""",""" 1st Owner""", Petrol,20490,856000.0,NULL,668599, Pune, 2016 Ford Ecosport 1.5 TITANIUM TI VCT Manual,6,1027200.0
3892,""" Manual""",""" 1st Owner""", Petrol,42521,394000.0,NULL,325899, Pune, 2015 Maruti Alto K10 VXI Manual,7,472800.0
3893,""" Automatic""",""" 1st Owner""", Diesel,32665,1049000.0,NULL,1054999, Pune, 2018 Maruti Vitara Brezza ZDI+ DUAL TONE AMT Automatic,4,1258800.0
3894,""" Manual""",""" 1st Owner""", Petrol,29668,500000.0,NULL,505999, Pune, 2018 Hyundai NEW SANTRO SPORTZ 1.1 Manual,4,600000.0
3895,""" Manual""",""" 1st Owner""", Petrol,16432,437000.0,NULL,477199, Pune, 2018 Maruti Wagon R 1.0 VXI Manual,4,524400.0
3896,""" Manual""",""" 1st Owner""", Petrol,54486,NULL,830000.0,645099, Pune, 2016 Maruti Baleno ALPHA 1.2 K12 Manual,6,830000.0
3897,""" Automatic""",""" 1st Owner""", Petrol,16366,439000.0,NULL,425000, Pune, 2017 Maruti Alto K10 VXI (O) AMT Automatic,5,526800.0
3898,""" Manual""",""" 1st Owner""", Petrol,24130,910000.0,NULL,887999, Pune, 2020 Maruti Vitara Brezza ZXI Manual,2,1092000.0
3899,""" Manual""",""" 1st Owner""", Petrol,36930,NULL,755000.0,600299, Pune, 2016 Maruti Baleno ZETA 1.2 K12 Manual,6,755000.0
3900,""" Manual""",""" 1st Owner""", Petrol,60793,326000.0,NULL,323199, Pune, 2018 Maruti Alto 800 VXI Manual,4,391200.0
3901,""" Manual""",""" 1st Owner""", Petrol,24293,394000.0,NULL,410499, Pune, 2019 Maruti Alto K10 VXI Manual,3,472800.0
3902,""" Manual""",""" 1st Owner""", Petrol,69721,1151000.0,NULL,818599, Pune, 2017 Hyundai Creta 1.6 SX PLUS PETROL Manual,5,1381200.0
3903,""" Manual""",""" 1st Owner""", Petrol,27054,NULL,680000.0,549599, Pune, 2017 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT Manual,5,680000.0
3904,""" Manual""",""" 1st Owner""", Petrol,35584,NULL,772000.0,627299, Pune, 2017 Maruti Baleno DELTA 1.2 K12 Manual,5,772000.0
3905,""" Manual""",""" 1st Owner""", Diesel,66700,NULL,929000.0,674799, Pune, 2017 Ford Ecosport 1.5TITANIUM TDCI Manual,5,929000.0
3906,""" Manual""",""" 1st Owner""", Petrol,75263,699000.0,NULL,531299, Pune, 2015 Hyundai Elite i20 ASTA 1.2 Manual,7,838800.0
3907,""" Automatic""",""" 1st Owner""", Petrol,23749,NULL,1106000.0,781599, Pune, 2017 Ford Ecosport 1.5 TITANIUM TI VCT AT Automatic,5,1106000.0
3908,""" Manual""",""" 1st Owner""", Petrol,30817,599000.0,NULL,704199, Pune, 2018 Maruti Dzire VXI Manual,4,718800.0
3909,""" Manual""",""" 1st Owner""", Petrol,21652,662000.0,NULL,602199, Pune, 2020 Tata Tiago XZ+ 1.2 Revotron Manual,2,794400.0
3910,""" Manual""",""" 1st Owner""", Petrol,96336,945000.0,NULL,637799, Pune, 2014 Renault Duster RXL PETROL 104 Manual,8,1134000.0
3911,""" Automatic""",""" 1st Owner""", Petrol,34521,661000.0,NULL,680799, Pune, 2020 Maruti Swift VXI AMT Automatic,2,793200.0
3912,""" Manual""",""" 1st Owner""", Diesel,17213,885000.0,NULL,925699, Pune, 2019 Mahindra Thar CRDE 4X4 BS IV Manual,3,1062000.0
3913,""" Automatic""",""" 1st Owner""", Diesel,81609,NULL,3136000.0,1052599, Pune, 2015 Mercedes Benz B Class B200 CDI SPORT Automatic,7,3136000.0
3914,""" Manual""",""" 1st Owner""", Petrol,31641,NULL,585000.0,388199, Pune, 2014 Hyundai i10 SPORTZ 1.1 IRDE2 Manual,8,585000.0
3915,""" Manual""",""" 1st Owner""", Petrol,52126,829000.0,NULL,638499, Pune, 2014 Maruti Ertiga ZXI Manual,8,994800.0
